name,cam,type,success,open,input_faces,control_faces,output_faces,case_1,case_2,case_3,case_4,case_5,runtime,wso
torus_quad_v1,022,multi,True,False,256,32,844,0,0,0,0,0,0.093,1
torus_quad_v1,100,multi,True,False,256,32,682,0,0,0,0,0,0.086,1
torus_quad_v1,101,multi,True,False,256,32,844,0,0,0,0,0,0.082,1
torus_quad_v1,102,multi,True,False,256,32,760,0,0,0,0,0,0.087,1
torus_quad_v1,110,multi,True,False,256,32,666,0,0,0,0,0,0.094,1
torus_quad_v1,112,multi,True,False,256,32,704,0,0,0,0,0,0.096,1
torus_quad_v1,120,multi,True,False,256,32,710,0,0,0,0,0,0.086,1
torus_quad_v1,121,multi,True,False,256,32,788,0,0,0,0,0,0.083,1
torus_quad_v1,122,multi,True,False,256,32,622,0,0,0,0,0,0.086,1
torus_quad_v1,200,multi,True,False,256,32,840,0,0,0,0,0,0.095,1
torus_quad_v1,201,multi,True,False,256,32,696,0,0,0,0,0,0.084,1
torus_quad_v1,202,multi,True,False,256,32,860,0,0,0,0,0,0.094,1
torus_quad_v1,210,multi,True,False,256,32,704,0,0,0,0,0,0.093,1
torus_quad_v1,211,multi,True,False,256,32,702,0,0,0,0,0,0.092,1
torus_quad_v1,212,multi,True,False,256,32,708,0,0,0,0,0,0.093,1
torus_quad_v1,220,multi,True,False,256,32,788,0,0,0,0,0,0.092,1
torus_quad_v1,221,multi,True,False,256,32,738,0,0,0,0,0,0.088,1
torus_quad_v1,222,multi,True,False,256,32,752,0,0,0,0,0,0.092,1
torus_quad_v2,000,multi,True,False,256,32,866,0,0,0,0,0,0.092,1
torus_quad_v2,001,multi,True,False,256,32,742,0,0,0,0,0,0.088,1
torus_quad_v2,002,multi,True,False,256,32,716,0,0,0,0,0,0.092,1
torus_quad_v2,010,multi,True,False,256,32,658,0,0,0,0,0,0.091,1
torus_quad_v2,011,multi,True,False,256,32,660,0,0,0,0,0,0.091,1
torus_quad_v2,012,multi,True,False,256,32,726,0,0,0,0,0,0.094,1
torus_quad_v2,020,multi,True,False,256,32,732,0,0,0,0,0,0.093,1
torus_quad_v2,021,multi,True,False,256,32,704,0,0,0,0,0,0.085,1
torus_quad_v2,022,multi,True,False,256,32,844,0,0,0,0,0,0.092,1
torus_quad_v2,100,multi,True,False,256,32,682,0,0,0,0,0,0.086,1
torus_quad_v2,101,multi,True,False,256,32,844,0,0,0,0,0,0.081,1
torus_quad_v2,102,multi,True,False,256,32,760,0,0,0,0,0,0.087,1
torus_quad_v2,110,multi,True,False,256,32,666,0,0,0,0,0,0.096,1
torus_quad_v2,112,multi,True,False,256,32,704,0,0,0,0,0,0.095,1
torus_quad_v2,120,multi,True,False,256,32,710,0,0,0,0,0,0.085,1
torus_quad_v2,121,multi,True,False,256,32,788,0,0,0,0,0,0.08,1
torus_quad_v2,122,multi,True,False,256,32,622,0,0,0,0,0,0.085,1
torus_quad_v2,200,multi,True,False,256,32,840,0,0,0,0,0,0.095,1
torus_quad_v2,201,multi,True,False,256,32,696,0,0,0,0,0,0.084,1
torus_quad_v2,202,multi,True,False,256,32,860,0,0,0,0,0,0.093,1
torus_quad_v2,210,multi,True,False,256,32,704,0,0,0,0,0,0.103,1
torus_quad_v2,211,multi,True,False,256,32,702,0,0,0,0,0,0.092,1
torus_quad_v2,212,multi,True,False,256,32,708,0,0,0,0,0,0.092,1
torus_quad_v2,220,multi,True,False,256,32,788,0,0,0,0,0,0.099,1
torus_quad_v2,221,multi,True,False,256,32,738,0,0,0,0,0,0.099,1
torus_quad_v2,222,multi,True,False,256,32,752,0,0,0,0,0,0.093,1
cube,000,multi,True,False,48,6,134,0,0,0,0,0,0.02,1
cube,001,multi,True,False,48,6,128,0,0,0,0,0,0.02,1
cube,002,multi,True,False,48,6,152,0,0,0,0,0,0.02,1
cube,010,multi,True,False,48,6,126,0,0,0,0,0,0.02,1
cube,011,multi,True,False,48,6,112,0,0,0,0,0,0.021,1
cube,012,multi,True,False,48,6,136,0,0,0,0,0,0.021,1
cube,020,multi,True,False,48,6,156,0,0,0,0,0,0.02,1
cube,021,multi,True,False,48,6,154,0,0,0,0,0,0.02,1
cube,022,multi,True,False,48,6,150,0,0,0,0,0,0.019,1
cube,100,multi,True,False,48,6,130,0,0,0,0,0,0.019,1
cube,101,multi,True,False,48,6,128,0,0,0,0,0,0.02,1
cube,102,multi,True,False,48,6,132,0,0,0,0,0,0.019,1
cube,110,multi,True,False,48,6,110,0,0,0,0,0,0.02,1
cube,112,multi,True,False,48,6,116,0,0,0,0,0,0.02,1
cube,120,multi,True,False,48,6,138,0,0,0,0,0,0.021,1
cube,121,multi,True,False,48,6,110,0,0,0,0,0,0.021,1
cube,122,multi,True,False,48,6,140,0,0,0,0,0,0.02,1
cube,200,multi,True,False,48,6,160,0,0,0,0,0,0.019,1
cube,201,multi,True,False,48,6,142,0,0,0,0,0,0.019,1
cube,202,multi,True,False,48,6,122,0,0,0,0,0,0.019,1
cube,210,multi,True,False,48,6,142,0,0,0,0,0,0.021,1
cube,211,multi,True,False,48,6,110,0,0,0,0,0,0.022,1
cube,212,multi,True,False,48,6,142,0,0,0,0,0,0.019,1
cube,220,multi,True,False,48,6,132,0,0,0,0,0,0.019,1
cube,221,multi,True,False,48,6,140,0,0,0,0,0,0.02,1
cube,222,multi,True,False,48,6,144,0,0,0,0,0,0.021,1
twoSpheres,000,multi,True,False,96,12,327,0,0,0,0,0,0.048,1
twoSpheres,001,multi,True,False,96,12,324,0,0,0,0,0,0.041,1
twoSpheres,002,multi,True,False,96,12,326,0,0,0,0,0,0.041,1
twoSpheres,010,multi,True,False,96,12,314,0,0,0,0,0,0.041,1
twoSpheres,011,multi,True,False,96,12,246,0,0,0,0,0,0.043,1
twoSpheres,012,multi,True,False,96,12,298,0,0,0,0,0,0.043,1
twoSpheres,020,multi,True,False,96,12,292,0,0,0,0,0,0.042,1
twoSpheres,021,multi,True,False,96,12,354,0,0,0,0,0,0.043,1
twoSpheres,022,multi,True,False,96,12,331,0,0,0,0,0,0.049,1
twoSpheres,100,multi,True,False,96,12,314,0,0,0,0,0,0.042,1
twoSpheres,101,multi,True,False,96,12,314,0,0,0,0,0,0.042,1
twoSpheres,102,multi,True,False,96,12,318,0,0,0,0,0,0.047,1
twoSpheres,110,multi,True,False,96,12,276,0,0,0,0,0,0.044,1
twoSpheres,112,multi,True,False,96,12,248,0,0,0,0,0,0.043,1
twoSpheres,120,multi,True,False,96,12,352,0,0,0,0,0,0.041,1
twoSpheres,121,multi,True,False,96,12,274,0,0,0,0,0,0.042,1
twoSpheres,122,multi,True,False,96,12,334,0,0,0,0,0,0.04,1
twoSpheres,200,multi,True,False,96,12,361,0,0,0,0,0,0.045,1
twoSpheres,201,multi,True,False,96,12,290,0,0,0,0,0,0.041,1
twoSpheres,202,multi,True,False,96,12,330,0,0,0,0,0,0.043,1
twoSpheres,210,multi,True,False,96,12,306,0,0,0,0,0,0.041,1
twoSpheres,211,multi,True,False,96,12,284,0,0,0,0,0,0.043,1
twoSpheres,212,multi,True,False,96,12,296,0,0,0,0,0,0.044,1
twoSpheres,220,multi,True,False,96,12,322,0,0,0,0,0,0.041,1
twoSpheres,221,multi,True,False,96,12,330,0,0,0,0,0,0.041,1
twoSpheres,222,multi,True,False,96,12,335,0,0,0,0,0,0.046,1
boxes,000,multi,True,False,272,34,805,0,0,0,0,0,0.078,1
boxes,001,multi,True,False,272,34,764,0,0,0,0,0,0.071,1
boxes,002,multi,True,False,272,34,799,0,0,0,0,0,0.079,1
boxes,010,multi,True,False,272,34,684,0,0,0,0,0,0.077,1
boxes,011,multi,True,False,272,34,516,0,0,0,0,0,0.058,1
boxes,012,multi,True,False,272,34,662,0,0,0,0,0,0.087,1
boxes,020,multi,True,False,272,34,946,0,0,0,0,0,0.149,1
boxes,021,multi,True,False,272,34,856,0,0,0,0,0,0.091,1
boxes,022,multi,True,False,272,34,870,0,0,0,0,0,0.146,1
boxes,100,multi,True,False,272,34,828,0,0,0,0,0,0.081,1
boxes,101,multi,True,False,272,34,780,0,0,0,0,0,0.066,1
boxes,102,multi,True,False,1088,34,2412,0,0,0,0,0,0.24,2
boxes,110,multi,True,False,272,34,574,0,0,0,0,0,0.066,1
boxes,112,multi,True,False,272,34,566,0,0,0,0,0,0.057,1
boxes,120,multi,True,False,272,34,884,0,0,0,0,0,0.087,1
boxes,121,multi,True,False,272,34,962,0,0,0,0,0,0.071,1
boxes,122,multi,True,False,272,34,1022,0,0,0,0,0,0.096,1
boxes,200,multi,True,False,272,34,807,0,0,0,0,0,0.077,1
boxes,201,multi,True,False,272,34,754,0,0,0,0,0,0.074,1
boxes,202,multi,True,False,272,34,821,0,0,0,0,0,0.08,1
boxes,210,multi,True,False,272,34,732,0,0,0,0,0,0.079,1
boxes,211,multi,True,False,272,34,524,0,0,0,0,0,0.058,1
boxes,212,multi,True,False,272,34,718,0,0,0,0,0,0.081,1
boxes,220,multi,True,False,272,34,906,0,0,0,0,0,0.145,1
boxes,221,multi,True,False,272,34,922,0,0,0,0,0,0.099,1
boxes,222,multi,True,False,272,34,746,0,0,0,0,0,0.106,1
Pentagon,000,multi,True,False,144,22,477,0,0,0,0,0,0.053,1
Pentagon,001,multi,True,False,144,22,362,0,0,0,0,0,0.049,1
Pentagon,002,multi,True,False,144,22,527,0,0,0,0,0,0.055,1
Pentagon,010,multi,True,False,144,22,450,0,0,0,0,0,0.05,1
Pentagon,011,multi,True,False,144,22,358,0,0,0,0,0,0.053,1
Pentagon,012,multi,True,False,144,22,373,0,0,0,0,0,0.058,1
Pentagon,020,multi,True,False,144,22,413,0,0,0,0,0,0.04,1
Pentagon,021,multi,True,False,144,22,286,0,0,0,0,0,0.048,1
Pentagon,022,multi,True,False,144,22,363,0,0,0,0,0,0.041,1
Pentagon,100,multi,True,False,144,22,576,0,0,0,0,0,0.054,1
Pentagon,101,multi,True,False,144,22,454,0,0,0,0,0,0.049,1
Pentagon,102,multi,True,False,144,22,476,0,0,0,0,0,0.054,1
Pentagon,110,multi,True,False,144,22,288,0,0,0,0,0,0.04,1
Pentagon,112,multi,True,False,144,22,298,0,0,0,0,0,0.04,1
Pentagon,120,multi,True,False,144,22,416,0,0,0,0,0,0.045,1
Pentagon,121,multi,True,False,144,22,352,0,0,0,0,0,0.045,1
Pentagon,122,multi,True,False,144,22,390,0,0,0,0,0,0.045,1
Pentagon,200,multi,True,False,144,22,429,0,0,0,0,0,0.053,1
Pentagon,201,multi,True,False,144,22,448,0,0,0,0,0,0.046,1
Pentagon,202,multi,True,False,144,22,505,0,0,0,0,0,0.048,1
Pentagon,210,multi,True,False,144,22,484,0,0,0,0,0,0.056,1
Pentagon,211,multi,True,False,144,22,412,0,0,0,0,0,0.049,1
Pentagon,212,multi,True,False,144,22,486,0,0,0,0,0,0.055,1
Pentagon,220,multi,True,False,144,22,503,0,0,0,0,0,0.054,1
Pentagon,221,multi,True,False,144,22,442,0,0,0,0,0,0.062,1
Pentagon,222,multi,True,False,144,22,425,0,0,0,0,0,0.051,1
Hexagon,000,multi,True,False,168,26,621,0,0,0,0,0,0.064,1
Hexagon,001,multi,True,False,168,26,431,0,0,0,0,0,0.069,1
Hexagon,002,multi,True,False,168,26,706,0,0,0,0,0,0.071,1
Hexagon,010,multi,True,False,168,26,585,0,0,0,0,0,0.059,1
Hexagon,011,multi,True,False,168,26,478,0,0,0,0,0,0.056,1
Hexagon,012,multi,True,False,168,26,487,0,0,0,0,0,0.07,1
Hexagon,020,multi,True,False,168,26,469,0,0,0,0,0,0.059,1
Hexagon,021,multi,True,False,168,26,328,0,0,0,0,0,0.057,1
Hexagon,022,multi,True,False,168,26,450,0,0,0,0,0,0.065,1
Hexagon,100,multi,True,False,168,26,617,0,0,0,0,0,0.056,1
Hexagon,101,multi,True,False,168,26,580,0,0,0,0,0,0.063,1
Hexagon,102,multi,True,False,168,26,635,0,0,0,0,0,0.08,1
Hexagon,110,multi,True,False,168,26,334,0,0,0,0,0,0.047,1
Hexagon,112,multi,True,False,168,26,324,0,0,0,0,0,0.046,1
Hexagon,120,multi,True,False,168,26,437,0,0,0,0,0,0.045,1
Hexagon,121,multi,True,False,168,26,370,0,0,0,0,0,0.05,1
Hexagon,122,multi,True,False,168,26,431,0,0,0,0,0,0.048,1
Hexagon,200,multi,True,False,168,26,508,0,0,0,0,0,0.055,1
Hexagon,201,multi,True,False,168,26,492,0,0,0,0,0,0.057,1
Hexagon,202,multi,True,False,168,26,584,0,0,0,0,0,0.053,1
Hexagon,210,multi,True,False,168,26,580,0,0,0,0,0,0.073,1
Hexagon,211,multi,True,False,168,26,460,0,0,0,0,0,0.055,1
Hexagon,212,multi,True,False,168,26,647,0,0,0,0,0,0.067,1
Hexagon,220,multi,True,False,168,26,548,0,0,0,0,0,0.057,1
Hexagon,221,multi,True,False,168,26,411,0,0,0,0,0,0.059,1
Hexagon,222,multi,True,False,168,26,500,0,0,0,0,0,0.055,1
ribbon_open,000,multi,True,True,608,76,1480,0,0,0,0,0,0.224,1
ribbon_open,001,multi,True,True,608,76,1438,0,0,0,0,0,0.211,1
ribbon_open,002,multi,True,True,608,76,1634,0,0,0,0,0,0.225,1
ribbon_open,010,multi,True,True,608,76,1418,0,0,0,0,0,0.203,1
ribbon_open,011,multi,True,True,608,76,1590,0,0,0,0,0,0.215,1
ribbon_open,012,multi,True,True,608,76,1346,0,0,0,0,0,0.244,1
ribbon_open,020,multi,True,True,608,76,1556,0,0,0,0,0,0.203,1
ribbon_open,021,multi,True,True,608,76,1400,0,0,0,0,0,0.259,1
ribbon_open,022,multi,True,True,608,76,1520,0,0,0,0,0,0.217,1
ribbon_open,100,multi,True,True,608,76,1360,0,0,0,0,0,0.225,1
ribbon_open,101,multi,True,True,608,76,1424,0,0,0,0,0,0.217,1
ribbon_open,102,multi,True,True,608,76,1344,0,0,0,0,0,0.203,1
ribbon_open,110,multi,True,True,608,76,1550,0,0,0,0,0,0.224,1
ribbon_open,112,multi,True,True,608,76,1452,0,0,0,0,0,0.206,1
ribbon_open,120,multi,True,True,608,76,1474,0,0,0,0,0,0.216,1
ribbon_open,121,multi,True,True,608,76,1622,0,0,0,0,0,0.211,1
ribbon_open,122,multi,True,True,608,76,1336,0,0,0,0,0,0.226,1
ribbon_open,200,multi,True,True,608,76,1481,0,0,0,0,0,0.218,1
ribbon_open,201,multi,True,True,608,76,1457,0,0,0,0,0,0.231,1
ribbon_open,202,multi,True,True,608,76,1336,0,0,0,0,0,0.208,1
ribbon_open,210,multi,True,True,608,76,1595,0,0,0,0,0,0.22,1
ribbon_open,211,multi,True,True,608,76,1403,0,0,0,0,0,0.228,1
ribbon_open,212,multi,True,True,608,76,1648,0,0,0,0,0,0.21,1
ribbon_open,220,multi,True,True,608,76,1486,0,0,0,0,0,0.229,1
ribbon_open,221,multi,True,True,608,76,1622,0,0,0,4,0,0.224,1
ribbon_open,222,multi,True,True,608,76,1430,0,0,0,0,0,0.21,1
tent,000,multi,False,True,72,9,0,0,0,0,0,0,0.014,1
tent,001,multi,True,True,72,9,278,0,0,0,0,0,0.039,1
tent,002,multi,True,True,72,9,268,0,0,0,0,0,0.024,1
tent,010,multi,False,True,72,9,0,0,0,0,0,0,0.014,1
tent,011,multi,True,True,72,9,297,0,0,0,0,0,0.026,1
tent,012,multi,True,True,72,9,274,0,0,0,0,0,0.018,1
tent,020,multi,False,True,72,9,0,0,0,0,0,0,0.015,1
tent,021,multi,True,True,72,9,292,0,0,0,0,0,0.026,1
tent,022,multi,True,True,72,9,272,0,0,0,0,0,0.018,1
tent,100,multi,False,True,72,9,0,0,0,0,0,0,0.015,1
tent,101,multi,True,True,72,9,247,0,0,0,0,0,0.038,1
tent,102,multi,True,True,72,9,238,0,0,0,0,0,0.018,1
tent,110,multi,False,True,72,9,0,0,0,0,0,0,0.016,1
tent,112,multi,True,True,72,9,234,0,0,0,0,0,0.018,1
tent,120,multi,False,True,72,9,0,0,0,0,0,0,0.016,1
tent,121,multi,True,True,72,9,295,0,0,0,0,0,0.039,1
tent,122,multi,True,True,72,9,230,0,0,0,0,0,0.019,1
tent,200,multi,False,True,72,9,0,0,0,0,0,0,0.015,1
tent,201,multi,True,True,1152,9,760,0,0,0,0,0,0.302,3
tent,202,multi,True,True,72,9,252,0,0,0,0,0,0.018,1
tent,210,multi,False,True,72,9,0,0,0,0,0,0,0.014,1
tent,211,multi,True,True,72,9,296,0,0,0,0,0,0.049,1
tent,212,multi,True,True,72,9,278,0,0,0,0,0,0.018,1
tent,220,multi,True,True,72,9,21,0,0,0,0,0,0.018,1
tent,221,multi,True,True,72,9,285,0,0,0,0,0,0.045,1
tent,222,multi,True,True,72,9,262,0,0,0,0,0,0.018,1
bump,000,multi,True,True,128,16,28,0,0,0,2,0,0.035,1
bump,001,multi,False,True,128,16,0,0,0,0,0,0,0.021,1
bump,002,multi,True,True,128,16,28,0,0,0,2,0,0.036,1
bump,010,multi,True,True,128,16,406,0,0,0,0,0,0.042,1
bump,011,multi,True,True,128,16,344,0,0,0,0,0,0.041,1
bump,012,multi,True,True,128,16,294,0,0,0,0,0,0.043,1
bump,020,multi,True,True,128,16,571,0,0,0,0,0,0.04,1
bump,021,multi,True,True,128,16,546,0,0,0,0,0,0.027,1
bump,022,multi,True,True,128,16,591,0,0,0,0,0,0.04,1
bump,100,multi,False,True,128,16,0,0,0,0,0,0,0.019,1
bump,101,multi,False,True,128,16,0,0,0,0,0,0,0.019,1
bump,102,multi,False,True,128,16,0,0,0,0,0,0,0.02,1
bump,110,multi,True,True,128,16,489,0,0,0,2,0,0.051,1
bump,112,multi,True,True,128,16,348,0,0,0,0,0,0.04,1
bump,120,multi,True,True,128,16,536,0,0,0,0,0,0.026,1
bump,121,multi,True,True,128,16,526,0,0,0,0,0,0.025,1
bump,122,multi,True,True,128,16,564,0,0,0,0,0,0.026,1
bump,200,multi,True,True,128,16,28,0,0,0,2,0,0.035,1
bump,201,multi,False,True,128,16,0,0,0,0,0,0,0.021,1
bump,202,multi,True,True,128,16,28,0,0,0,2,0,0.037,1
bump,210,multi,True,True,128,16,284,0,0,0,0,0,0.039,1
bump,211,multi,True,True,128,16,475,0,0,0,2,0,0.045,1
bump,212,multi,True,True,128,16,280,0,0,0,0,0,0.04,1
bump,220,multi,True,True,128,16,547,0,0,0,0,0,0.039,1
bump,221,multi,True,True,128,16,540,0,0,0,0,0,0.028,1
bump,222,multi,True,True,128,16,613,0,0,0,0,0,0.038,1
pipes,000,multi,True,True,192,24,606,0,0,0,0,0,0.118,1
pipes,001,multi,True,True,192,24,576,0,0,0,0,0,0.094,1
pipes,002,multi,True,True,192,24,658,0,0,0,0,0,0.127,1
pipes,010,multi,True,True,192,24,562,0,0,0,0,0,0.102,1
pipes,011,multi,True,True,192,24,368,0,0,0,0,0,0.059,1
pipes,012,multi,True,True,192,24,540,0,0,0,0,0,0.105,1
pipes,020,multi,True,True,192,24,622,0,0,0,0,0,0.121,1
pipes,021,multi,True,True,192,24,562,0,0,0,0,0,0.097,1
pipes,022,multi,True,True,192,24,632,0,0,0,0,0,0.117,1
pipes,100,multi,True,True,192,24,562,0,0,0,0,0,0.095,1
pipes,101,multi,True,True,192,24,372,0,0,0,0,0,0.062,1
pipes,102,multi,True,True,192,24,554,0,0,0,0,0,0.095,1
pipes,110,multi,True,True,192,24,328,0,0,0,0,0,0.058,1
pipes,112,multi,True,True,192,24,300,0,0,0,0,0,0.061,1
pipes,120,multi,True,True,192,24,546,0,0,0,0,0,0.099,1
pipes,121,multi,True,True,192,24,338,0,0,0,0,0,0.059,1
pipes,122,multi,True,True,192,24,572,0,0,0,0,0,0.095,1
pipes,200,multi,True,True,192,24,622,0,0,0,0,0,0.118,1
pipes,201,multi,True,True,192,24,536,0,0,0,0,0,0.095,1
pipes,202,multi,True,True,192,24,628,0,0,0,0,0,0.116,1
pipes,210,multi,True,True,192,24,574,0,0,0,0,0,0.094,1
pipes,211,multi,True,True,192,24,322,0,0,0,0,0,0.06,1
pipes,212,multi,True,True,192,24,552,0,0,0,0,0,0.097,1
pipes,220,multi,True,True,192,24,588,0,0,0,0,0,0.127,1
pipes,221,multi,True,True,192,24,588,0,0,0,0,0,0.096,1
pipes,222,multi,True,True,192,24,622,0,0,0,0,0,0.123,1
helmet,000,multi,True,True,464,58,1381,0,0,0,2,0,0.119,1
helmet,001,multi,True,True,464,58,1808,0,0,0,8,0,0.202,1
helmet,002,multi,True,True,464,58,1502,0,0,0,2,0,0.125,1
helmet,010,multi,True,True,464,58,833,0,0,0,0,0,0.111,1
helmet,011,multi,True,True,464,58,967,0,0,0,0,0,0.13,1
helmet,012,multi,True,True,464,58,859,0,0,0,0,0,0.113,1
helmet,020,multi,True,True,464,58,247,0,0,0,1,0,0.085,1
helmet,021,multi,True,True,464,58,106,0,0,2,4,0,0.066,1
helmet,022,multi,True,True,464,58,230,0,0,0,1,0,0.088,1
helmet,100,multi,True,True,464,58,1368,0,0,0,0,0,0.092,1
helmet,101,multi,True,True,464,58,1660,0,0,0,0,0,0.118,1
helmet,102,multi,True,True,464,58,1480,0,0,0,0,0,0.094,1
helmet,110,multi,True,True,464,58,900,0,0,0,0,0,0.075,1
helmet,112,multi,True,True,464,58,914,0,0,0,0,0,0.073,1
helmet,120,multi,True,True,464,58,77,0,0,0,0,0,0.054,1
helmet,121,multi,True,True,464,58,20,0,0,0,0,0,0.041,1
helmet,122,multi,True,True,464,58,73,0,0,0,0,0,0.053,1
helmet,200,multi,True,True,464,58,1520,0,0,0,2,0,0.121,1
helmet,201,multi,True,True,464,58,1760,0,0,0,8,0,0.212,1
helmet,202,multi,True,True,464,58,1361,0,0,0,2,0,0.122,1
helmet,210,multi,True,True,464,58,853,0,0,0,0,0,0.11,1
helmet,211,multi,True,True,464,58,967,0,0,0,0,0,0.129,1
helmet,212,multi,True,True,464,58,917,0,0,0,0,0,0.111,1
helmet,220,multi,True,True,464,58,230,0,0,0,1,0,0.086,1
helmet,221,multi,True,True,464,58,106,0,0,2,4,0,0.065,1
helmet,222,multi,True,True,464,58,237,0,0,0,1,0,0.082,1
pawn_open,000,multi,True,True,4704,588,2352,0,0,0,0,0,0.618,1
pawn_open,001,multi,True,True,4704,588,2314,0,0,0,0,0,0.764,1
pawn_open,002,multi,True,True,4704,588,2360,0,0,0,0,0,0.582,1
pawn_open,010,multi,True,True,4704,588,2407,0,0,0,0,0,0.388,1
pawn_open,011,multi,True,True,4704,588,2367,0,0,0,0,0,0.425,1
pawn_open,012,multi,True,True,4704,588,2417,0,0,0,0,0,0.406,1
pawn_open,020,multi,True,True,4704,588,3288,0,0,0,0,0,0.782,1
pawn_open,021,multi,True,True,4704,588,3356,0,0,0,0,0,0.849,1
pawn_open,022,multi,True,True,4704,588,3406,0,0,0,0,0,0.786,1
pawn_open,100,multi,True,True,4704,588,2256,0,0,0,0,0,0.669,1
pawn_open,101,multi,True,True,4704,588,1920,0,0,0,0,0,0.649,1
pawn_open,102,multi,True,True,4704,588,2370,0,0,0,0,0,0.65,1
pawn_open,110,multi,True,True,4704,588,2405,0,0,0,0,0,0.388,1
pawn_open,112,multi,True,True,4704,588,2431,0,0,0,0,0,0.398,1
pawn_open,120,multi,True,True,4704,588,3386,0,0,0,0,0,0.861,1
pawn_open,121,multi,True,True,4704,588,3084,0,0,0,0,0,0.852,1
pawn_open,122,multi,True,True,4704,588,3342,0,0,0,0,0,0.891,1
pawn_open,200,multi,True,True,4704,588,2356,0,0,2,0,0,0.586,1
pawn_open,201,multi,True,True,4704,588,2330,0,0,0,0,0,0.637,1
pawn_open,202,multi,True,True,4704,588,2362,0,0,2,0,0,0.595,1
pawn_open,210,multi,True,True,4704,588,2409,0,0,0,0,0,0.393,1
pawn_open,211,multi,True,True,4704,588,2487,0,0,0,0,0,0.405,1
pawn_open,212,multi,True,True,4704,588,2439,0,0,0,0,0,0.404,1
pawn_open,220,multi,True,True,4704,588,3334,0,0,0,0,0,0.84,1
pawn_open,221,multi,True,True,4704,588,3424,0,0,0,0,0,0.902,1
pawn_open,222,multi,True,True,4704,588,3346,0,0,0,0,0,0.809,1
rook_open,000,multi,True,True,6128,777,5124,0,1,5,0,0,1.456,1
rook_open,001,multi,True,True,24512,777,8122,0,0,1,8,0,4.363,2
rook_open,002,multi,True,True,6128,777,5146,0,0,2,0,0,1.507,1
rook_open,010,multi,True,True,6128,777,4421,0,0,0,8,0,1.395,1
rook_open,011,multi,True,True,6128,777,4319,0,0,1,6,2,1.276,1
rook_open,012,multi,True,True,6128,777,4410,0,0,1,6,0,1.256,1
rook_open,020,multi,True,True,6128,777,5414,0,0,3,6,0,1.578,1
rook_open,021,multi,True,True,6128,777,5253,0,0,1,0,0,1.545,1
rook_open,022,multi,True,True,6128,777,5358,0,0,3,4,0,1.52,1
rook_open,100,multi,True,True,6128,777,4947,0,0,4,12,0,1.435,1
rook_open,101,multi,True,True,24512,777,6519,0,0,0,8,0,3.911,2
rook_open,102,multi,True,True,6128,777,5071,0,0,0,16,0,1.534,1
rook_open,110,multi,True,True,24512,777,6484,0,0,2,4,0,3.215,2
rook_open,112,multi,True,True,6128,777,4355,1,0,2,8,0,1.341,1
rook_open,120,multi,True,True,6128,777,5586,0,0,0,0,0,1.616,1
rook_open,121,multi,True,True,6128,777,3933,0,0,0,0,0,1.268,1
rook_open,122,multi,True,True,6128,777,5470,0,0,0,0,0,1.42,1
rook_open,200,multi,True,True,6128,777,5203,0,0,4,0,0,1.309,1
rook_open,201,multi,True,True,6128,777,5253,0,0,1,12,0,1.425,1
rook_open,202,multi,True,True,6128,777,5031,0,0,4,0,0,1.398,1
rook_open,210,multi,True,True,6128,777,4296,0,0,0,6,0,1.216,1
rook_open,211,multi,True,True,6128,777,4524,0,0,1,4,0,1.26,1
rook_open,212,multi,True,True,6128,777,4433,0,0,1,8,0,1.287,1
rook_open,220,multi,True,True,6128,777,5198,0,0,3,6,0,1.53,1
rook_open,221,multi,True,True,6128,777,5279,0,0,2,0,0,1.65,1
rook_open,222,multi,True,True,6128,777,5307,0,0,3,4,0,1.436,1
bishop_open,000,multi,True,True,29920,968,5114,0,0,2,0,0,2.741,2
bishop_open,001,multi,True,True,29920,968,4960,2,0,4,4,0,2.626,2
bishop_open,002,multi,True,True,7480,968,3343,0,0,2,2,0,1.298,1
bishop_open,010,multi,True,True,29920,968,4860,0,0,4,4,1,2.291,2
bishop_open,011,multi,True,True,29920,968,5039,0,0,4,4,4,2.654,2
bishop_open,012,multi,True,True,7480,968,3449,0,0,0,4,0,0.844,1
bishop_open,020,multi,True,True,7480,968,4199,0,0,2,4,0,1.564,1
bishop_open,021,multi,True,True,29920,968,6168,0,3,2,4,0,4.229,2
bishop_open,022,multi,True,True,7480,968,4357,0,0,2,4,0,1.363,1
bishop_open,100,multi,True,True,7480,968,3150,0,0,0,4,0,1.256,1
bishop_open,101,multi,True,True,7480,968,1974,0,0,0,0,0,1.18,1
bishop_open,102,multi,True,True,7480,968,3217,0,0,1,4,0,1.263,1
bishop_open,110,multi,True,True,29920,968,4625,0,0,2,4,0,2.106,2
bishop_open,112,multi,True,True,7480,968,3358,0,0,2,6,0,0.935,1
bishop_open,120,multi,True,True,7480,968,4151,0,0,1,4,0,1.473,1
bishop_open,121,multi,True,True,29920,968,5905,0,0,0,0,0,3.789,2
bishop_open,122,multi,True,True,29920,968,6103,0,0,2,4,0,3.864,2
bishop_open,200,multi,True,True,7480,968,3216,0,0,0,0,0,1.196,1
bishop_open,201,multi,True,True,29920,968,4867,2,0,2,4,0,3.001,2
bishop_open,202,multi,True,True,7480,968,3185,0,0,0,0,0,1.16,1
bishop_open,210,multi,True,True,7480,968,3415,0,0,0,4,0,0.953,1
bishop_open,211,multi,True,True,29920,968,4960,0,0,4,4,4,2.915,2
